,317,,,,2.1000,,,,,,,276.8,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,320,,,,2.1200,,,,,,,276.9,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,323,,,,2.1400,,,,,,,277.1,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,326,,,,2.1600,,,,,,,277.3,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,329,,,,2.1800,,,,,,,277.5,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,332,,,,2.2000,,,,,,,277.6,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,335,,,,2.2200,,,,,,,277.8,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,338,,,,2.2400,,,,,,,278.0,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,341,,,,2.2600,,,,,,,278.2,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,344,,,,2.2800,,,,,,,278.3,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,347,,,,2.3000,,,,,,,278.5,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,350,,,,2.3200,,,,,,,278.7,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,353,,,,2.3400,,,,,,,278.8,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,356,,,,2.3600,,,,,,,279.0,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,359,,,,2.3800,,,,,,,279.2,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,362,,,,2.4000,,,,,,,279.3,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,365,,,,2.4200,,,,,,,279.5,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,368,,,,2.4400,,,,,,,279.7,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,371,,,,2.4600,,,,,,,279.9,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,374,,,,2.4800,,,,,,,280.0,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,377,,,,2.5000,,,,,,,280.2,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,380,,,,2.5200,,,,,,,280.3,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,383,,,,2.5400,,,,,,,280.5,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,386,,,,2.5600,,,,,,,280.7,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,389,,,,2.5800,,,,,,,280.7,,,0.0200,,,20.1,,,,,,,0.0,,,,,,,
,392,,,,2.6000,,,,,,,280.9,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,395,,,,2.6200,,,,,,,281.1,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,398,,,,2.6400,,,,,,,281.3,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,402,,,,2.6600,,,,,,,281.4,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,404,,,,2.6800,,,,,,,281.6,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,408,,,,2.7000,,,,,,,281.7,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,411,,,,2.7200,,,,,,,281.9,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,414,,,,2.7400,,,,,,,282.0,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,417,,,,2.7600,,,,,,,282.1,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,420,,,,2.7800,,,,,,,282.3,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,423,,,,2.8000,,,,,,,282.4,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,426,,,,2.8200,,,,,,,282.5,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,429,,,,2.8400,,,,,,,282.7,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,432,,,,2.8600,,,,,,,282.8,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,435,,,,2.8800,,,,,,,283.0,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,438,,,,2.9000,,,,,,,283.2,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,441,,,,2.9200,,,,,,,283.3,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,444,,,,2.9400,,,,,,,283.4,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,447,,,,2.9600,,,,,,,283.6,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,450,,,,2.9800,,,,,,,283.7,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,453,,,,3.0000,,,,,,,283.8,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,456,,,,3.0200,,,,,,,284.0,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,459,,,,3.0400,,,,,,,284.1,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,462,,,,3.0600,,,,,,,284.2,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,465,,,,3.0800,,,,,,,284.4,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,468,,,,3.1000,,,,,,,284.5,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,471,,,,3.1200,,,,,,,284.6,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,474,,,,3.1400,,,,,,,284.7,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,477,,,,3.1600,,,,,,,284.9,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,480,,,,3.1800,,,,,,,285.0,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,483,,,,3.2000,,,,,,,285.1,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,486,,,,3.2200,,,,,,,285.2,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,489,,,,3.2400,,,,,,,285.3,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,492,,,,3.2600,,,,,,,285.5,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,495,,,,3.2800,,,,,,,285.6,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,498,,,,3.3000,,,,,,,285.7,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,501,,,,3.3200,,,,,,,285.8,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,504,,,,3.3400,,,,,,,286.0,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,507,,,,3.3600,,,,,,,286.1,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,510,,,,3.3800,,,,,,,286.2,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,513,,,,3.4000,,,,,,,286.3,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,516,,,,3.4200,,,,,,,286.5,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,519,,,,3.4400,,,,,,,286.6,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,522,,,,3.4600,,,,,,,286.7,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,525,,,,3.4800,,,,,,,286.8,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,528,,,,3.5000,,,,,,,286.9,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,531,,,,3.5200,,,,,,,287.0,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,,,,"Scope 1/1, Sample 9/13",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 9/13",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,,,,,Meas. value,,,,,,,Temp.,,,,,dE,,,,,,,,,,,
,[s],,,,,,,,[mV],,,,,,,[°C],,,,,[mV],,,,,,,,,,,
,1,,,,,,,,-38.9,,,,,,,19.7,,,,,,,,,,,,,,,,
,2,,,,,,,,-38.9,,,,,,,19.7,,,,,0.0,,,,,,,,,,,
,3,,,,,,,,-38.9,,,,,,,19.7,,,,,0.0,,,,,,,,,,,
,4,,,,,,,,-39.0,,,,,,,19.7,,,,,-0.1,,,,,,,,,,,
,5,,,,,,,,-39.0,,,,,,,19.7,,,,,0.0,,,,,,,,,,,
,6,,,,,,,,-39.0,,,,,,,19.7,,,,,0.0,,,,,,,,,,,
,7,,,,,,,,-39.0,,,,,,,19.8,,,,,0.0,,,,,,,,,,,
,8,,,,,,,,-39.0,,,,,,,19.8,,,,,0.0,,,,,,,,,,,
,9,,,,,,,,-39.0,,,,,,,19.8,,,,,0.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,,,,"Scope 1/1, Sample 9/13",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 9/13",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 9/13",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,V,,,,,,Meas. value,,,dV,,,,Temp.,,,dE,,,,,,,EP,,,,,
,[s],,,[mL],,,,,,[mV],,,[mL],,,,[°C],,,[mV],,,,,,,,,,,,
,0,,,0.0000,,,,,,-39.1,,,,,,,19.8,,,,,,,,,,,,,,,
,1,,,0.0010,,,,,,-39.1,,,0.0010,,,,19.8,,,0.0,,,,,,,,,,,,
,2,,,0.0050,,,,,,-39.1,,,0.0040,,,,19.8,,,0.0,,,,,,,,,,,,
,3,,,0.0110,,,,,,-39.0,,,0.0060,,,,19.8,,,0.1,,,,,,,,,,,,
,4,,,0.0195,,,,,,-38.5,,,0.0085,,,,19.8,,,0.5,,,,,,,,,,,,
,5,,,0.0335,,,,,,-37.6,,,0.0140,,,,19.8,,,0.9,,,,,,,,,,,,
,6,,,0.0540,,,,,,-36.0,,,0.0205,,,,19.8,,,1.6,,,,,,,,,,,,
,7,,,0.0780,,,,,,-33.7,,,0.0240,,,,19.8,,,2.3,,,,,,,,,,,,
,8,,,0.1115,,,,,,-29.9,,,0.0335,,,,19.8,,,3.8,,,,,,,,,,,,
,9,,,0.1535,,,,,,-24.9,,,0.0420,,,,19.8,,,5.0,,,,,,,,,,,,
,10,,,0.2045,,,,,,-18.7,,,0.0510,,,,19.8,,,6.2,,,,,,,,,,,,
,11,,,0.2670,,,,,,-12.5,,,0.0625,,,,19.8,,,6.2,,,,,,,,,,,,
,12,,,0.3410,,,,,,-5.5,,,0.0740,,,,19.8,,,7.0,,,,,,,,,,,,
,13,,,0.4180,,,,,,0.0,,,0.0770,,,,19.8,,,5.5,,,,,,,,,,,,
,14,,,0.5165,,,,,,7.0,,,0.0985,,,,19.8,,,7.0,,,,,,,,,,,,
,15,,,0.6280,,,,,,17.1,,,0.1115,,,,19.8,,,10.1,,,,,,,,,,,,
,16,,,0.7530,,,,,,27.9,,,0.1250,,,,19.8,,,10.8,,,,,,,,,,,,
,17,,,0.8905,,,,,,46.0,,,0.1375,,,,19.8,,,18.1,,,,,,,,,,,,
,18,,,1.0395,,,,,,73.6,,,0.1490,,,,19.8,,,27.6,,,,,,,,,,,,
,19,,,1.1840,,,,,,105.7,,,0.1445,,,,19.8,,,32.1,,,,,,,,,,,,
,20,,,1.3495,,,,,,156.3,,,0.1655,,,,19.8,,,50.6,,,,,,,,,,,,
,21,,,1.3565,,,,,,200.7,,,0.0070,,,,19.8,,,44.4,,,,,,,,,,,,
,22,,,1.3565,,,,,,213.7,,,0.0000,,,,19.8,,,13.0,,,,,,,,,,,,
,23,,,1.3570,,,,,,216.3,,,0.0005,,,,19.8,,,2.6,,,,,,,,,,,,
,24,,,1.3595,,,,,,217.0,,,0.0025,,,,19.8,,,0.7,,,,,,,,,,,,
,25,,,1.3630,,,,,,217.5,,,0.0035,,,,19.8,,,0.5,,,,,,,,,,,,
,26,,,1.3690,,,,,,218.0,,,0.0060,,,,19.8,,,0.5,,,,,,,,,,,,
,27,,,1.3770,,,,,,218.7,,,0.0080,,,,19.8,,,0.7,,,,,,,,,,,,
,28,,,1.3890,,,,,,219.5,,,0.0120,,,,19.8,,,0.8,,,,,,,,,,,,
,29,,,1.4035,,,,,,220.6,,,0.0145,,,,19.8,,,1.1,,,,,,,,,,,,
,30,,,1.4205,,,,,,222.0,,,0.0170,,,,19.8,,,1.4,,,,,,,,,,,,
,31,,,1.4365,,,,,,223.4,,,0.0160,,,,19.8,,,1.4,,,,,,,,,,,,
,32,,,1.4520,,,,,,224.7,,,0.0155,,,,19.8,,,1.3,,,,,,,,,,,,
,33,,,1.4650,,,,,,226.0,,,0.0130,,,,19.8,,,1.3,,,,,,,,,,,,
,34,,,1.4745,,,,,,226.9,,,0.0095,,,,19.8,,,0.9,,,,,,,,,,,,
,35,,,1.4835,,,,,,227.7,,,0.0090,,,,19.8,,,0.8,,,,,,,,,,,,
,36,,,1.4935,,,,,,228.4,,,0.0100,,,,19.8,,,0.7,,,,,,,,,,,,
,37,,,1.5030,,,,,,229.0,,,0.0095,,,,19.8,,,0.6,,,,,,,,,,,,
,38,,,1.5135,,,,,,229.8,,,0.0105,,,,19.8,,,0.8,,,,,,,,,,,,
,39,,,1.5205,,,,,,230.4,,,0.0070,,,,19.8,,,0.6,,,,,,,,,,,,
,40,,,1.5260,,,,,,230.9,,,0.0055,,,,19.8,,,0.5,,,,,,,,,,,,
,41,,,1.5315,,,,,,231.3,,,0.0055,,,,19.8,,,0.4,,,,,,,,,,,,
,42,,,1.5380,,,,,,231.6,,,0.0065,,,,19.8,,,0.3,,,,,,,,,,,,
,43,,,1.5450,,,,,,232.1,,,0.0070,,,,19.8,,,0.5,,,,,,,,,,,,
,44,,,1.5505,,,,,,232.4,,,0.0055,,,,19.8,,,0.3,,,,,,,,,,,,
,45,,,1.5535,,,,,,232.8,,,0.0030,,,,19.8,,,0.4,,,,,,,,,,,,
,46,,,1.5565,,,,,,232.9,,,0.0030,,,,19.8,,,0.1,,,,,,,,,,,,
,47,,,1.5605,,,,,,233.1,,,0.0040,,,,19.8,,,0.2,,,,,,,,,,,,
,48,,,1.5655,,,,,,233.3,,,0.0050,,,,19.8,,,0.2,,,,,,,,,,,,
,49,,,1.5695,,,,,,233.5,,,0.0040,,,,19.8,,,0.2,,,,,,,,,,,,
,50,,,1.5720,,,,,,233.7,,,0.0025,,,,19.8,,,0.2,,,,,,,,,,,,
,51,,,1.5735,,,,,,233.8,,,0.0015,,,,19.8,,,0.1,,,,,,,,,,,,
,52,,,1.5760,,,,,,234.0,,,0.0025,,,,19.8,,,0.2,,,,,,,,,,,,
,53,,,1.5785,,,,,,234.1,,,0.0025,,,,19.8,,,0.1,,,,,,,,,,,,
,54,,,1.5805,,,,,,234.3,,,0.0020,,,,19.8,,,0.2,,,,,,,,,,,,
,55,,,1.5820,,,,,,234.4,,,0.0015,,,,19.8,,,0.1,,,,,,,,,,,,
,56,,,1.5850,,,,,,234.5,,,0.0030,,,,19.8,,,0.1,,,,,,,,,,,,
,57,,,1.5880,,,,,,234.6,,,0.0030,,,,19.8,,,0.1,,,,,,,,,,,,
,58,,,1.5900,,,,,,234.8,,,0.0020,,,,19.8,,,0.2,,,,,,,,,,,,
,59,,,1.5925,,,,,,234.9,,,0.0025,,,,19.8,,,0.1,,,,,,,,,,,,
,,,,1.593250,,,,,,235.0,,,,,,,,,,,,,,,,,EP,,,,,
,60,,,1.5940,,,,,,235.1,,,0.0015,,,,19.8,,,0.2,,,,,,,,,,,,
,61,,,1.5940,,,,,,235.1,,,0.0000,,,,19.8,,,0.0,,,,,,,,,,,,
,62,,,1.5940,,,,,,235.1,,,0.0000,,,,19.8,,,0.0,,,,,,,,,,,,
,62,,,1.5940,,,,,,235.2,,,0.0000,,,,19.8,,,0.1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,,,,"Scope 1/1, Sample 9/13",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 9/13",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 9/13",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,V,,,,,,,Meas. value,,,dV,,,Temp.,,,,,,,dE,,,,,,,
,[s],,,,[mL],,,,,,,[mV],,,[mL],,,[°C],,,,,,,[mV],,,,,,,
,0,,,,0.0000,,,,,,,235.8,,,,,,20.1,,,,,,,,,,,,,,
,3,,,,0.0200,,,,,,,236.7,,,0.0200,,,20.1,,,,,,,0.9,,,,,,,
,6,,,,0.0400,,,,,,,237.6,,,0.0200,,,20.1,,,,,,,0.9,,,,,,,
,9,,,,0.0600,,,,,,,238.5,,,0.0200,,,20.1,,,,,,,0.9,,,,,,,
,12,,,,0.0800,,,,,,,239.5,,,0.0200,,,20.1,,,,,,,1.0,,,,,,,
,15,,,,0.1000,,,,,,,240.4,,,0.0200,,,20.1,,,,,,,0.9,,,,,,,
,18,,,,0.1200,,,,,,,241.3,,,0.0200,,,20.1,,,,,,,0.9,,,,,,,
,21,,,,0.1400,,,,,,,242.1,,,0.0200,,,20.1,,,,,,,0.8,,,,,,,
,24,,,,0.1600,,,,,,,242.9,,,0.0200,,,20.1,,,,,,,0.8,,,,,,,
,27,,,,0.1800,,,,,,,243.6,,,0.0200,,,20.1,,,,,,,0.7,,,,,,,
,30,,,,0.2000,,,,,,,244.3,,,0.0200,,,20.1,,,,,,,0.7,,,,,,,
,33,,,,0.2200,,,,,,,245.1,,,0.0200,,,20.1,,,,,,,0.8,,,,,,,
,36,,,,0.2400,,,,,,,245.8,,,0.0200,,,20.1,,,,,,,0.7,,,,,,,
,39,,,,0.2600,,,,,,,246.5,,,0.0200,,,20.1,,,,,,,0.7,,,,,,,
,42,,,,0.2800,,,,,,,247.2,,,0.0200,,,20.1,,,,,,,0.7,,,,,,,
,45,,,,0.3000,,,,,,,247.8,,,0.0200,,,20.1,,,,,,,0.6,,,,,,,
,48,,,,0.3200,,,,,,,248.5,,,0.0200,,,20.1,,,,,,,0.7,,,,,,,
,51,,,,0.3400,,,,,,,249.1,,,0.0200,,,20.1,,,,,,,0.6,,,,,,,
,54,,,,0.3600,,,,,,,249.7,,,0.0200,,,20.1,,,,,,,0.6,,,,,,,
,57,,,,0.3800,,,,,,,250.2,,,0.0200,,,20.1,,,,,,,0.5,,,,,,,
,60,,,,0.4000,,,,,,,250.8,,,0.0200,,,20.1,,,,,,,0.6,,,,,,,
,63,,,,0.4200,,,,,,,251.4,,,0.0200,,,20.1,,,,,,,0.6,,,,,,,
,66,,,,0.4400,,,,,,,251.9,,,0.0200,,,20.1,,,,,,,0.5,,,,,,,
,70,,,,0.4600,,,,,,,252.5,,,0.0200,,,20.1,,,,,,,0.6,,,,,,,
,72,,,,0.4800,,,,,,,253.0,,,0.0200,,,20.1,,,,,,,0.5,,,,,,,
,76,,,,0.5000,,,,,,,253.5,,,0.0200,,,20.1,,,,,,,0.5,,,,,,,
,78,,,,0.5200,,,,,,,254.0,,,0.0200,,,20.1,,,,,,,0.5,,,,,,,
,82,,,,0.5400,,,,,,,254.5,,,0.0200,,,20.1,,,,,,,0.5,,,,,,,
,84,,,,0.5600,,,,,,,255.0,,,0.0200,,,20.1,,,,,,,0.5,,,,,,,
,88,,,,0.5800,,,,,,,255.4,,,0.0200,,,20.1,,,,,,,0.4,,,,,,,
,90,,,,0.6000,,,,,,,255.9,,,0.0200,,,20.1,,,,,,,0.5,,,,,,,
,94,,,,0.6200,,,,,,,256.4,,,0.0200,,,20.1,,,,,,,0.5,,,,,,,
,97,,,,0.6400,,,,,,,256.8,,,0.0200,,,20.1,,,,,,,0.4,,,,,,,
,100,,,,0.6600,,,,,,,257.3,,,0.0200,,,20.1,,,,,,,0.5,,,,,,,
,103,,,,0.6800,,,,,,,257.7,,,0.0200,,,20.1,,,,,,,0.4,,,,,,,
,106,,,,0.7000,,,,,,,258.2,,,0.0200,,,20.1,,,,,,,0.5,,,,,,,
,109,,,,0.7200,,,,,,,258.6,,,0.0200,,,20.1,,,,,,,0.4,,,,,,,
,112,,,,0.7400,,,,,,,259.0,,,0.0200,,,20.1,,,,,,,0.4,,,,,,,
,115,,,,0.7600,,,,,,,259.4,,,0.0200,,,20.1,,,,,,,0.4,,,,,,,
,118,,,,0.7800,,,,,,,259.8,,,0.0200,,,20.1,,,,,,,0.4,,,,,,,
,121,,,,0.8000,,,,,,,260.1,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,124,,,,0.8200,,,,,,,260.5,,,0.0200,,,20.2,,,,,,,0.4,,,,,,,
,127,,,,0.8400,,,,,,,260.9,,,0.0200,,,20.2,,,,,,,0.4,,,,,,,
,130,,,,0.8600,,,,,,,261.3,,,0.0200,,,20.2,,,,,,,0.4,,,,,,,
,133,,,,0.8800,,,,,,,261.6,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,136,,,,0.9000,,,,,,,262.0,,,0.0200,,,20.2,,,,,,,0.4,,,,,,,
,139,,,,0.9200,,,,,,,262.4,,,0.0200,,,20.2,,,,,,,0.4,,,,,,,
,142,,,,0.9400,,,,,,,262.7,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,145,,,,0.9600,,,,,,,263.0,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,148,,,,0.9800,,,,,,,263.4,,,0.0200,,,20.2,,,,,,,0.4,,,,,,,
,151,,,,1.0000,,,,,,,263.7,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,154,,,,1.0200,,,,,,,264.1,,,0.0200,,,20.2,,,,,,,0.4,,,,,,,
,157,,,,1.0400,,,,,,,264.4,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,160,,,,1.0600,,,,,,,264.7,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,163,,,,1.0800,,,,,,,265.0,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,166,,,,1.1000,,,,,,,265.4,,,0.0200,,,20.2,,,,,,,0.4,,,,,,,
,169,,,,1.1200,,,,,,,265.7,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,172,,,,1.1400,,,,,,,266.0,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,175,,,,1.1600,,,,,,,266.3,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,178,,,,1.1800,,,,,,,266.5,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,181,,,,1.2000,,,,,,,266.8,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,184,,,,1.2200,,,,,,,267.1,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,187,,,,1.2400,,,,,,,267.4,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,190,,,,1.2600,,,,,,,267.7,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,193,,,,1.2800,,,,,,,268.0,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,196,,,,1.3000,,,,,,,268.3,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,199,,,,1.3200,,,,,,,268.5,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,202,,,,1.3400,,,,,,,268.8,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,205,,,,1.3600,,,,,,,269.1,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,208,,,,1.3800,,,,,,,269.3,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,211,,,,1.4000,,,,,,,269.6,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,214,,,,1.4200,,,,,,,269.9,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,217,,,,1.4400,,,,,,,270.1,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,220,,,,1.4600,,,,,,,270.3,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,223,,,,1.4800,,,,,,,270.6,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,226,,,,1.5000,,,,,,,270.9,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,229,,,,1.5200,,,,,,,271.1,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,232,,,,1.5400,,,,,,,271.4,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,235,,,,1.5600,,,,,,,271.6,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,238,,,,1.5800,,,,,,,271.8,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,242,,,,1.6000,,,,,,,272.0,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,244,,,,1.6200,,,,,,,272.2,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,248,,,,1.6400,,,,,,,272.5,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,250,,,,1.6600,,,,,,,272.7,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,254,,,,1.6800,,,,,,,272.9,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,256,,,,1.7000,,,,,,,273.2,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,260,,,,1.7200,,,,,,,273.4,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,263,,,,1.7400,,,,,,,273.6,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,266,,,,1.7600,,,,,,,273.9,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,269,,,,1.7800,,,,,,,274.1,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,272,,,,1.8000,,,,,,,274.3,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,275,,,,1.8200,,,,,,,274.5,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,278,,,,1.8400,,,,,,,274.7,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,281,,,,1.8600,,,,,,,274.9,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,284,,,,1.8800,,,,,,,275.1,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,287,,,,1.9000,,,,,,,275.3,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,290,,,,1.9200,,,,,,,275.6,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
,293,,,,1.9400,,,,,,,275.7,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,296,,,,1.9600,,,,,,,275.9,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,299,,,,1.9800,,,,,,,276.1,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,302,,,,2.0000,,,,,,,276.3,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,305,,,,2.0200,,,,,,,276.5,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,308,,,,2.0400,,,,,,,276.7,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,311,,,,2.0600,,,,,,,276.9,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,314,,,,2.0800,,,,,,,277.1,,,0.0200,,,20.2,,,,,,,0.2,,,,,,,
,317,,,,2.1000,,,,,,,277.2,,,0.0200,,,20.2,,,,,,,0.1,,,,,,,
,320,,,,2.1200,,,,,,,277.5,,,0.0200,,,20.2,,,,,,,0.3,,,,,,,
